id	type	code	parent	name	description	level	hierarchy
AbrasivesAbrasiveProducts	ServiceSubclass	291143	29114	Abrasives and abrasive products	This subclass comprises abrasives and abrasive products.	3	Subclass
AbrasiveGrain	Service	2911431	291143	Abrasive grain		4	Detail
AbrasiveProducts	Service	2911432	291143	Abrasive products	Abrasive products.	4	Detail
OtherNonMetallicMineralProducts	ServiceSubclass	291144	29114	Other non-metallic mineral products	This subclass comprises other non-metallic mineral products.	3	Subclass
TreatedMineralsEarths	Service	2911441	291144	Treated minerals and earths	Treated minerals and earths.	4	Detail
OtherNonMetallicMineralProducts2911442	Service	2911442	291144	Other non-metallic mineral products		4	Detail
UnwroughtIron	ServiceGroup	311		Unwrought iron		1	Group
UnwroughtIron31111	ServiceClass	31111	311	Unwrought iron		2	Class
UnwroughtIronSteel	ServiceSubclass	311111	31111	Unwrought iron and steel	This subclass comprises unwrought iron and steel.	3	Subclass
PigIron	Service	3111111	311111	Pig iron		4	Detail
IronSteelIngotsPrimaryForms	Service	3111112	311111	Iron or steel ingots and primary forms	Iron or steel ingots and primary forms.	4	Detail
UnwroughtFerroAlloys	ServiceSubclass	311112	31111	Unwrought ferro-alloys	This subclass comprises unwrought ferro-alloys.	3	Subclass
UnwroughtFerroAlloys3111121	Service	3111121	311112	Unwrought ferro-alloys	Unwrought ferro-alloys.	4	Detail
BasicSemiFinishedIronSteelProducts	ServiceGroup	312		Basic and semi-finished iron or steel products	This group comprises basic and semi-finished iron or steel products.	1	Group
HotRolledIronSteelProducts	ServiceClass	31211	312	Hot-rolled iron or steel products	This class comprises hot-rolled iron or steel products.	2	Class
HotRolledSheetsStrips	ServiceSubclass	312111	31211	Hot-rolled sheets and strips		3	Subclass
HotRolledSheetsStrips3121111	Service	3121111	312111	Hot-rolled sheets and strips		4	Detail
HotRolledSheetsStrips312112	ServiceSubclass	312112	31211	Hot-rolled sheets and strips		3	Subclass
HotRolledSheetsStrips3121121	Service	3121121	312112	Hot-rolled sheets and strips		4	Detail
HotRolledBarsBarShapes	ServiceSubclass	312113	31211	Hot-rolled bars and bar shapes		3	Subclass
HotRolledBarsBarShapes3121131	Service	3121131	312113	Hot-rolled bars and bar shapes		4	Detail
HotRolledBarsBarShapes312114	ServiceSubclass	312114	31211	Hot-rolled bars and bar shapes		3	Subclass
HotRolledBarsBarShapes3121141	Service	3121141	312114	Hot-rolled bars and bar shapes		4	Detail
OtherHotRolledIron	ServiceSubclass	312115	31211	Other hot-rolled iron		3	Subclass
OtherHotRolledIron3121151	Service	3121151	312115	Other hot-rolled iron		4	Detail
Iron	ServiceSubclass	312116	31211	Iron		3	Subclass
Iron3121161	Service	3121161	312116	Iron		4	Detail
ColdRolledIronSteelProducts	ServiceClass	31212	312	Cold-rolled iron or steel products	This class comprises cold-rolled iron or steel products	2	Class
ColdRolledSheetsStrips	ServiceSubclass	312121	31212	Cold-rolled sheets and strips		3	Subclass
ColdRolledSheetsStrips3121211	Service	3121211	312121	Cold-rolled sheets and strips		4	Detail
ColdRolledSheetsStrips312122	ServiceSubclass	312122	31212	Cold-rolled sheets and strips		3	Subclass
ColdRolledSheetsStrips3121221	Service	3121221	312122	Cold-rolled sheets and strips		4	Detail
ColdFinishedBarsBarShapes	ServiceSubclass	312123	31212	Cold-finished bars and bar shapes		3	Subclass
ColdFinishedBarsBarShapes3121231	Service	3121231	312123	Cold-finished bars and bar shapes		4	Detail
ColdFinishedBarsBarShapes312124	ServiceSubclass	312124	31212	Cold-finished bars and bar shapes		3	Subclass
ColdFinishedBarsBarShapes3121241	Service	3121241	312124	Cold-finished bars and bar shapes		4	Detail
IronSteelWire	ServiceSubclass	312125	31212	Iron or steel wire	This subclass comprises thread or slender rods made of iron or steel. They may be uncoated or coated	3	Subclass
IronSteelWire3121251	Service	3121251	312125	Iron or steel wire	Thread or slender rods made of iron or steel. They may be uncoated or coated	4	Detail
IronSteelPowder	ServiceSubclass	312126	31212	Iron or steel powder		3	Subclass
IronSteelPowder3121261	Service	3121261	312126	Iron or steel powder		4	Detail
FerrousMetalCastings	ServiceClass	31213	312	Ferrous metal castings	This class comprises ferrous metal castings.	2	Class
PipesFittingsDuctileIronCastIron	ServiceSubclass	312131	31213	Pipes and fittings of ductile iron or cast iron	This subclass comprises pipes and fittings of ductile iron or cast iron.	3	Subclass
PipesFittingsDuctileIronCastIron3121311	Service	3121311	312131	Pipes and fittings of ductile iron or cast iron	Pipes and fittings of ductile iron or cast iron.	4	Detail
GreyIronProducts	ServiceSubclass	312132	31213	Grey iron products (except pipes and fittings)	This subclass comprises grey iron products	3	Subclass
GreyIronProducts3121321	Service	3121321	312132	Grey iron products (except pipes and fittings)	Grey iron products	4	Detail
OtherIronCastings	ServiceSubclass	312133	31213	Other iron castings	This subclass comprises other iron castings.	3	Subclass
OtherIronCastings3121331	Service	3121331	312133	Other iron castings	Other iron castings.	4	Detail
SteelCastings	ServiceSubclass	312134	31213	Steel castings	This subclass comprises steel castings.	3	Subclass
SteelInvestmentCastings	Service	3121341	312134	Steel investment castings	Steel parts formed by investment castings.	4	Detail
CarbonSteelCastings	Service	3121342	312134	Carbon steel castings (except investment)	Parts of cast carbon steel	4	Detail
AlloySteelCastings	Service	3121343	312134	Alloy steel castings (except investment)	Parts of cast alloy steel	4	Detail
IronSteelPipesTubes	ServiceClass	31214	312	Iron or steel pipes and tubes (except castings)	This class comprises iron or steel pipes and tubes	2	Class
IronSteelPipesTubesOilGas	ServiceSubclass	312141	31214	Iron or steel pipes and tubes for oil and gas (except castings)	This subclass comprises iron or steel pipes and tubes for oil and gas	3	Subclass
IronSteelPipesTubesOilGas3121411	Service	3121411	312141	Iron or steel pipes and tubes for oil and gas (except castings)	Iron or steel pipes and tubes for oil and gas (except castings).	4	Detail
IronSteelPipesTubes312142	ServiceSubclass	312142	31214	Iron or steel pipes and tubes (except castings and oil and gas pipes and tubes)	This subclass comprises iron or steel pipes and tubes	3	Subclass
IronSteelPipesTubes3121421	Service	3121421	312142	Iron or steel pipes and tubes (except castings and oil and gas pipes and tubes)	Iron or steel pipes and tubes	4	Detail
UnwroughtAluminumAluminumAlloys	ServiceGroup	321		Unwrought aluminum and aluminum alloys	This group comprises unwrought aluminum and aluminum alloys.	1	Group
UnwroughtAluminumAluminumAlloys32111	ServiceClass	32111	321	Unwrought aluminum and aluminum alloys	This class comprises unwrought aluminum and aluminum alloys.	2	Class
AluminumIngotsBillets	ServiceSubclass	321111	32111	Aluminum ingots and billets (except alloys)	This subclass comprises ingots and billets of aluminum	3	Subclass
AluminumIngotsBillets3211111	Service	3211111	321111	Aluminum ingots and billets (except alloys)	Ingots and billets of aluminum	4	Detail
AluminumAlloyIngotsBillets	ServiceSubclass	321112	32111	Aluminum alloy ingots and billets	This subclass comprises ingots and billets of aluminum alloys.	3	Subclass
AluminumAlloyIngotsBillets3211121	Service	3211121	321112	Aluminum alloy ingots and billets	Ingots and billets of aluminum alloys.	4	Detail
UnwroughtCopperCopperAlloys	ServiceGroup	322		Unwrought copper and copper alloys	This group comprises unwrought copper and copper alloys.	1	Group
UnwroughtCopperCopperAlloys32211	ServiceClass	32211	322	Unwrought copper and copper alloys	This class comprises unwrought copper and copper alloys.	2	Class
UnwroughtCopperCopperAlloys322111	ServiceSubclass	322111	32211	Unwrought copper and copper alloys	This subclass comprises unwrought copper and copper alloys.	3	Subclass
UnwroughtCopperCopperAlloys3221111	Service	3221111	322111	Unwrought copper and copper alloys	Unwrought copper and copper alloys.	4	Detail
UnwroughtNickelNickelAlloys	ServiceGroup	323		Unwrought nickel and nickel alloys	This group comprises unwrought nickel and nickel alloys.	1	Group
UnwroughtNickelNickelAlloys32311	ServiceClass	32311	323	Unwrought nickel and nickel alloys	This class comprises unwrought nickel and nickel alloys.	2	Class
UnwroughtNickelNickelAlloys323111	ServiceSubclass	323111	32311	Unwrought nickel and nickel alloys	This subclass comprises unwrought nickel and nickel alloys.	3	Subclass
UnwroughtNickelNickelAlloys3231111	Service	3231111	323111	Unwrought nickel and nickel alloys	Unwrought nickel and nickel alloys.	4	Detail
UnwroughtGold	ServiceGroup	324		Unwrought gold	and platinum group metals	1	Group
UnwroughtGold32412	ServiceClass	32412	324	Unwrought gold	and platinum group metals	2	Class
UnwroughtGoldGoldAlloys	ServiceSubclass	324121	32412	Unwrought gold and gold alloys	This subclass comprises unwrought gold and gold alloys.	3	Subclass
UnwroughtGoldGoldAlloys3241211	Service	3241211	324121	Unwrought gold and gold alloys	Unwrought gold and gold alloys.	4	Detail
UnwroughtSilverSilverAlloys	ServiceSubclass	324122	32412	Unwrought silver and silver alloys	This subclass comprises unwrought silver and silver alloys.	3	Subclass
UnwroughtSilverSilverAlloys3241221	Service	3241221	324122	Unwrought silver and silver alloys	Unwrought silver and silver alloys.	4	Detail
UnwroughtPlatinumGroupMetals	ServiceSubclass	324123	32412	Unwrought platinum group metals		3	Subclass
UnwroughtPlatinumGroupMetals3241231	Service	3241231	324123	Unwrought platinum group metals		4	Detail
OtherUnwroughtNonFerrousMetalsNonFerrousMetalAlloys	ServiceGroup	325		Other unwrought non-ferrous metals and non-ferrous metal alloys	This group comprises other unwrought non-ferrous metals and non-ferrous metal alloys.	1	Group
OtherUnwroughtNonFerrousMetalsNonFerrousMetalAlloys32511	ServiceClass	32511	325	Other unwrought non-ferrous metals and non-ferrous metal alloys	This class comprises other unwrought non-ferrous metals and non-ferrous metal alloys.	2	Class
UnwroughtZincZincAlloys	ServiceSubclass	325111	32511	Unwrought zinc and zinc alloys	This subclass comprises unwrought zinc and zinc alloys.	3	Subclass
UnwroughtZincZincAlloys3251111	Service	3251111	325111	Unwrought zinc and zinc alloys	Unwrought zinc and zinc alloys.	4	Detail
UnwroughtLeadLeadAlloys	ServiceSubclass	325112	32511	Unwrought lead and lead alloys	This subclass comprises unwrought lead and lead alloys.	3	Subclass
UnwroughtLeadLeadAlloys3251121	Service	3251121	325112	Unwrought lead and lead alloys	Unwrought lead and lead alloys.	4	Detail
UnwroughtTinTinAlloys	ServiceSubclass	325113	32511	Unwrought tin and tin alloys	This subclass comprises unwrought tin and tin alloys.	3	Subclass
UnwroughtTinTinAlloys3251131	Service	3251131	325113	Unwrought tin and tin alloys	Unwrought tin and tin alloys.	4	Detail
UnwroughtCobaltCobaltAlloys	ServiceSubclass	325114	32511	Unwrought cobalt and cobalt alloys	This subclass comprises unwrought cobalt and cobalt alloys.	3	Subclass
UnwroughtCobaltCobaltAlloys3251141	Service	3251141	325114	Unwrought cobalt and cobalt alloys	Unwrought cobalt and cobalt alloys.	4	Detail
UnwroughtMagnesiumMagnesiumAlloys	ServiceSubclass	325115	32511	Unwrought magnesium and magnesium alloys	This subclass comprises unwrought magnesium and magnesium alloys.	3	Subclass
UnwroughtMagnesiumMagnesiumAlloys3251151	Service	3251151	325115	Unwrought magnesium and magnesium alloys	Unwrought magnesium and magnesium alloys.	4	Detail
OtherUnwroughtNonFerrousMetalsNonFerrousMetalAlloys325116	ServiceSubclass	325116	32511	Other unwrought non-ferrous metals and non-ferrous metal alloys		3	Subclass
OtherUnwroughtNonFerrousMetalsNonFerrousMetalAlloys3251161	Service	3251161	325116	Other unwrought non-ferrous metals and non-ferrous metal alloys		4	Detail
BasicSemiFinishedProductsNonFerrousMetalsNonFerrousMetalAlloys	ServiceGroup	326		Basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys (except aluminum)	This group comprises basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys	1	Group
BasicSemiFinishedProductsNonFerrousMetalsNonFerrousMetalAlloysExceptGold	ServiceClass	32611	326	Basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys (except gold	platinum group metals and aluminum)	2	Class
CopperCopperAlloyBars	ServiceSubclass	326111	32611	Copper and copper-alloy bars	sheets	3	Subclass
CopperCopperAlloyBars3261111	Service	3261111	326111	Copper and copper-alloy bars	sheets	4	Detail
CopperCopperAlloyPipesTubes	ServiceSubclass	326112	32611	Copper and copper-alloy pipes and tubes	This subclass comprises pipes and tubes	3	Subclass
CopperCopperAlloyPipesTubesPlumbing	Service	3261121	326112	Copper and copper-alloy pipes and tubes for plumbing	Copper and copper-alloy pipes and tubes for plumbing.	4	Detail
CopperCopperAlloyPipesTubes3261122	Service	3261122	326112	Copper and copper-alloy pipes and tubes (except for plumbing)	Copper and copper-alloy pipes and tubes	4	Detail
CopperCopperAlloyWireOtherSemiFinishedProducts	ServiceSubclass	326113	32611	Copper and copper-alloy wire and other semi-finished products	This subclass comprises bare wire and cable	3	Subclass
BareElectricalWireCableCopperCopperAlloys	Service	3261131	326113	Bare electrical wire and cable of copper and copper alloys	Bare electrical wire and cable of copper and copper alloys.	4	Detail
BareNonElectricalWireCableCopperCopperAlloys	Service	3261132	326113	Bare non-electrical wire and cable of copper and copper alloys	Bare non-electrical wire and cable of copper and copper alloys.	4	Detail
Powder	Service	3261133	326113	Powder		4	Detail
BasicSemiFinishedProductsNickelNickelAlloys	ServiceSubclass	326114	32611	Basic and semi-finished products of nickel and nickel alloys	This subclass comprises basic and semi-finished products of nickel and nickel alloys.	3	Subclass
BareWireCableNickelNickelAlloys	Service	3261141	326114	Bare wire and cable of nickel and nickel alloys	Bare wire and cable of nickel and nickel alloys.	4	Detail
