compound	component	position	totalComponents
ExpenseReimbursementPoliciesApprovalLimits	Approval	3	5
ExpenseReimbursementPoliciesApprovalLimits	Limits	4	5
RelevantTaxData	Relevant	0	3
RelevantTaxData	Tax	1	3
RelevantTaxData	Data	2	3
CashPositions	Cash	0	2
CashPositions	Positions	1	2
ElectronicFundTransfers	Electronic	0	3
ElectronicFundTransfers	Fund	1	3
ElectronicFundTransfers	Transfers	2	3
BankingRelationships	Banking	0	2
BankingRelationships	Relationships	1	2
DebtInvestmentTransactions	Debt	0	3
DebtInvestmentTransactions	Investment	1	3
DebtInvestmentTransactions	Transactions	2	3
InterestRateTransactions	Interest	0	3
InterestRateTransactions	Rate	1	3
InterestRateTransactions	Transactions	2	3
ControlsCompliance	Controls	0	2
ControlsCompliance	Compliance	1	2
InternalControlsPolicies	Internal	0	3
InternalControlsPolicies	Controls	1	3
InternalControlsPolicies	Policies	2	3
TotalTaxPlan	Total	0	3
TotalTaxPlan	Tax	1	3
TotalTaxPlan	Plan	2	3
EnterpriseRiskPoliciesProcedures	Enterprise	0	4
EnterpriseRiskPoliciesProcedures	Risk	1	4
EnterpriseRiskPoliciesProcedures	Policies	2	4
EnterpriseRiskPoliciesProcedures	Procedures	3	4
EnterpriseRiskManagementTools	Enterprise	0	4
EnterpriseRiskManagementTools	Risk	1	4
EnterpriseRiskManagementTools	Management	2	4
EnterpriseRiskManagementTools	Tools	3	4
EnterpriseRiskManagementActivities	Enterprise	0	4
EnterpriseRiskManagementActivities	Risk	1	4
EnterpriseRiskManagementActivities	Management	2	4
EnterpriseRiskManagementActivities	Activities	3	4
MitigationPlans	Mitigation	0	2
MitigationPlans	Plans	1	2
CounselIfNecessary	Counsel	0	3
CounselIfNecessary	If	1	3
CounselIfNecessary	Necessary	2	3
ProcessManagementGovernance	Process	0	3
ProcessManagementGovernance	Management	1	3
ProcessManagementGovernance	Governance	2	3
GovernanceApproach	Governance	0	2
GovernanceApproach	Approach	1	2
ProcessToolsTemplates	Process	0	3
ProcessToolsTemplates	Tools	1	3
ProcessToolsTemplates	Templates	2	3
ProcessFrameworks	Process	0	2
ProcessFrameworks	Frameworks	1	2
ProcessFramework	Process	0	2
ProcessFramework	Framework	1	2
ProjectScope	Project	0	2
ProjectScope	Scope	1	2
ProjectManagementApproach	Project	0	3
ProjectManagementApproach	Management	1	3
ProjectManagementApproach	Approach	2	3
TrainingPlans	Training	0	2
TrainingPlans	Plans	1	2
CommunicationPlans	Communication	0	2
CommunicationPlans	Plans	1	2
ActivityInvolvement	Activity	0	2
ActivityInvolvement	Involvement	1	2
NewRoles	New	0	2
NewRoles	Roles	1	2
NewKmApproaches	New	0	3
NewKmApproaches	Km	1	3
NewKmApproaches	Approaches	2	3
EhsEvents	Ehs	0	2
EhsEvents	Events	1	2
DrillHoles	Drill	0	2
DrillHoles	Holes	1	2
LongTermVision	Long	0	3
LongTermVision	Term	1	3
LongTermVision	Vision	2	3
ExternalEnvironment	External	0	2
ExternalEnvironment	Environment	1	2
StandardOperatingProcedures	Standard	0	3
StandardOperatingProcedures	Operating	1	3
StandardOperatingProcedures	Procedures	2	3
PreventiveMaintenance	Preventive	0	2
PreventiveMaintenance	Maintenance	1	2
AccountingPolicies	Accounting	0	2
AccountingPolicies	Policies	1	2
ProjectApproval	Project	0	2
ProjectApproval	Approval	1	2
QualityPlan	Quality	0	2
QualityPlan	Plan	1	2
TrainingPrograms	Training	0	2
TrainingPrograms	Programs	1	2
ExistingPolicies	Existing	0	2
ExistingPolicies	Policies	1	2
BePerformed	Be	0	2
BePerformed	Performed	1	2
TreatmentPlans	Treatment	0	2
TreatmentPlans	Plans	1	2
StorageAreas	Storage	0	2
StorageAreas	Areas	1	2
SupportExtendedEnterprise	Support	0	3
SupportExtendedEnterprise	Extended	1	3
SupportExtendedEnterprise	Enterprise	2	3
OrganizationalStructure	Organizational	0	2
OrganizationalStructure	Structure	1	2
KeyProcesses	Key	0	2
KeyProcesses	Processes	1	2
CustomerTouchpoints	Customer	0	2
CustomerTouchpoints	Touchpoints	1	2
CustomerExperienceRoadmap	Customer	0	3
CustomerExperienceRoadmap	Experience	1	3
CustomerExperienceRoadmap	Roadmap	2	3
StrategicPriorities	Strategic	0	2
StrategicPriorities	Priorities	1	2
ChannelPerformance	Channel	0	2
ChannelPerformance	Performance	1	2
MarketingPlans	Marketing	0	2
MarketingPlans	Plans	1	2
SocialMediaActivity	Social	0	3
SocialMediaActivity	Media	1	3
SocialMediaActivity	Activity	2	3
DemandForecastingApproach	Demand	0	3
DemandForecastingApproach	Forecasting	1	3
DemandForecastingApproach	Approach	2	3
ServiceDeliveryGovernance	Service	0	3
ServiceDeliveryGovernance	Delivery	1	3
ServiceDeliveryGovernance	Governance	2	3
ServiceDeliveryProcedures	Service	0	3
ServiceDeliveryProcedures	Delivery	1	3
ServiceDeliveryProcedures	Procedures	2	3
ForecastingApproach	Forecasting	0	2
ForecastingApproach	Approach	1	2
SkillsTaxonomy	Skills	0	2
SkillsTaxonomy	Taxonomy	1	2
ResourceDemand	Resource	0	2
ResourceDemand	Demand	1	2
SupplementSkills	Supplement	0	2
SupplementSkills	Skills	1	2
ResourceCapacityAvailability	Resource	0	3
ResourceCapacityAvailability	Capacity	1	3
ResourceCapacityAvailability	Availability	2	3
ApproveProjectPlan	Approve	0	3
ApproveProjectPlan	Project	1	3
ApproveProjectPlan	Plan	2	3
FinancialManagementActivities	Financial	0	3
FinancialManagementActivities	Management	1	3
FinancialManagementActivities	Activities	2	3
ServicesDelivered	Services	0	2
ServicesDelivered	Delivered	1	2
WorkforceStrategyPolicies	Workforce	0	3
WorkforceStrategyPolicies	Strategy	1	3
WorkforceStrategyPolicies	Policies	2	3
CompensationPlan	Compensation	0	2
CompensationPlan	Plan	1	2
EmployeeOutplacement	Employee	0	2
EmployeeOutplacement	Outplacement	1	2
RequiredResources	Required	0	2
RequiredResources	Resources	1	2
VarianceAnalysis	Variance	0	2
VarianceAnalysis	Analysis	1	2
IntercompanyTransactions	Intercompany	0	2
IntercompanyTransactions	Transactions	1	2
CapitalProjectsFixed	Capital	0	3
CapitalProjectsFixed	Projects	1	3
CapitalProjectsFixed	Fixed	2	3
PayrollTaxes	Payroll	0	2
PayrollTaxes	Taxes	1	2
TaxPlan	Tax	0	2
TaxPlan	Plan	1	2
PayableExceptions	Payable	0	2
PayableExceptions	Exceptions	1	2
CorporateCreditCards	Corporate	0	3
CorporateCreditCards	Credit	1	3
CorporateCreditCards	Cards	2	3
CreditLimits	Credit	0	2
CreditLimits	Limits	1	2
CreditCard	Credit	0	2
CreditCard	Card	1	2
ForeignCurrencyTransactions	Foreign	0	3
ForeignCurrencyTransactions	Currency	1	3
ForeignCurrencyTransactions	Transactions	2	3
RiskHedgingTransactions	Risk	0	3
RiskHedgingTransactions	Hedging	1	3
RiskHedgingTransactions	Transactions	2	3
RiskPolicy	Risk	0	2
RiskPolicy	Policy	1	2
HedgingPositions	Hedging	0	2
HedgingPositions	Positions	1	2
CapitalProgram	Capital	0	2
CapitalProgram	Program	1	2
WorkRecords	Work	0	2
WorkRecords	Records	1	2
AssetRecords	Asset	0	2
AssetRecords	Records	1	2
ExecutiveManagementBoard	Executive	0	3
ExecutiveManagementBoard	Management	1	3
ExecutiveManagementBoard	Board	2	3
ShortfallsTherein	Shortfalls	0	2
ShortfallsTherein	Therein	1	2
RegulatoryCompliancePositionExistingControls	Regulatory	0	5
RegulatoryCompliancePositionExistingControls	Compliance	1	5
RegulatoryCompliancePositionExistingControls	Position	2	5
RegulatoryCompliancePositionExistingControls	Existing	3	5
RegulatoryCompliancePositionExistingControls	Controls	4	5
ComplianceScorecard	Compliance	0	2
ComplianceScorecard	Scorecard	1	2
InternalRegulatoryComplianceReports	Internal	0	4
InternalRegulatoryComplianceReports	Regulatory	1	4
InternalRegulatoryComplianceReports	Compliance	2	4
InternalRegulatoryComplianceReports	Reports	3	4
ContinuousBusinessOperations	Continuous	0	3
ContinuousBusinessOperations	Business	1	3
ContinuousBusinessOperations	Operations	2	3
PreventiveLawPrograms	Preventive	0	3
PreventiveLawPrograms	Law	1	3
PreventiveLawPrograms	Programs	2	3
PressReleases	Press	0	2
PressReleases	Releases	1	2
ProcessOwnership	Process	0	2
ProcessOwnership	Ownership	1	2
ProjectResources	Project	0	2
ProjectResources	Resources	1	2
EnterpriseQualityManagementSystem	Enterprise	0	4
EnterpriseQualityManagementSystem	Quality	1	4
EnterpriseQualityManagementSystem	Management	2	4
EnterpriseQualityManagementSystem	System	3	4
EqmsScope	Eqms	0	2
EqmsScope	Scope	1	2
EqmsPolicies	Eqms	0	2
EqmsPolicies	Policies	1	2
EqmsImprovement	Eqms	0	2
EqmsImprovement	Improvement	1	2
QualityPartnerships	Quality	0	2
QualityPartnerships	Partnerships	1	2
ChangeChampion	Change	0	2
ChangeChampion	Champion	1	2
GovernanceModel	Governance	0	2
GovernanceModel	Model	1	2
CoreGroupVersusOperatingUnits	Core	0	5
CoreGroupVersusOperatingUnits	Group	1	5
CoreGroupVersusOperatingUnits	Versus	2	5
CoreGroupVersusOperatingUnits	Operating	3	5
CoreGroupVersusOperatingUnits	Units	4	5
OrganizationalPerformanceStrategy	Organizational	0	3
OrganizationalPerformanceStrategy	Performance	1	3
OrganizationalPerformanceStrategy	Strategy	2	3
EhsPerformance	Ehs	0	2
EhsPerformance	Performance	1	2
FunctionalEmployees	Functional	0	2
FunctionalEmployees	Employees	1	2
CommunityGroups	Community	0	2
CommunityGroups	Groups	1	2
EnsureTheyAre	Ensure	0	3
EnsureTheyAre	They	1	3
EnsureTheyAre	Are	2	3
ElectronicEquipment	Electronic	0	2
ElectronicEquipment	Equipment	1	2
ClassProjects	Class	0	2
ClassProjects	Projects	1	2
ProductData	Product	0	2
ProductData	Data	1	2
OpportunitiesConsistent	Opportunities	0	2
OpportunitiesConsistent	Consistent	1	2
ChannelStrategy	Channel	0	2
ChannelStrategy	Strategy	1	2
ReviseForecast	Revise	0	2
ReviseForecast	Forecast	1	2
ReturnedProducts	Returned	0	2
ReturnedProducts	Products	1	2
WorkforceStrategyModels	Workforce	0	3
WorkforceStrategyModels	Strategy	1	3
WorkforceStrategyModels	Models	2	3
JobDescriptions	Job	0	2
JobDescriptions	Descriptions	1	2
AirConditioning	Air	0	2
AirConditioning	Conditioning	1	2
AccurateStudentRecordsAsRequired	Accurate	0	5
AccurateStudentRecordsAsRequired	Student	1	5
AccurateStudentRecordsAsRequired	Records	2	5
AccurateStudentRecordsAsRequired	As	3	5
AccurateStudentRecordsAsRequired	Required	4	5
AdministrativeRegulations	Administrative	0	2
AdministrativeRegulations	Regulations	1	2
CompleteStudentRecordsAsRequired	Complete	0	5
CompleteStudentRecordsAsRequired	Student	1	5
CompleteStudentRecordsAsRequired	Records	2	5
CompleteStudentRecordsAsRequired	As	3	5
CompleteStudentRecordsAsRequired	Required	4	5
InnovationStrategy	Innovation	0	2
InnovationStrategy	Strategy	1	2
RootCauseAnalysis	Root	0	3
RootCauseAnalysis	Cause	1	3
RootCauseAnalysis	Analysis	2	3
StrategicPriority	Strategic	0	2
StrategicPriority	Priority	1	2
BusinessValueDrivers	Business	0	3
BusinessValueDrivers	Value	1	3
BusinessValueDrivers	Drivers	2	3
EventsInfluencingFactors	Events	0	3
EventsInfluencingFactors	Influencing	1	3
EventsInfluencingFactors	Factors	2	3
PromotionalPerformanceMetrics	Promotional	0	3
PromotionalPerformanceMetrics	Performance	1	3
PromotionalPerformanceMetrics	Metrics	2	3
SalesForecast	Sales	0	2
SalesForecast	Forecast	1	2
InternalThird	Internal	0	2
InternalThird	Third	1	2
AccountInformation	Account	0	2
AccountInformation	Information	1	2
SupplyConstraints	Supply	0	2
SupplyConstraints	Constraints	1	2
SupplierCapacity	Supplier	0	2
SupplierCapacity	Capacity	1	2
DeliveryServicePolicy	Delivery	0	3
DeliveryServicePolicy	Service	1	3
DeliveryServicePolicy	Policy	2	3
CarrierInvoicesDocuments	Carrier	0	3
CarrierInvoicesDocuments	Invoices	1	3
CarrierInvoicesDocuments	Documents	2	3
WarrantyRules	Warranty	0	2
WarrantyRules	Rules	1	2
WarrantyClaim	Warranty	0	2
WarrantyClaim	Claim	1	2
RecallEffectiveness	Recall	0	2
RecallEffectiveness	Effectiveness	1	2
WarrantyPerformance	Warranty	0	2
WarrantyPerformance	Performance	1	2
WarrantyManagementMetrics	Warranty	0	3
WarrantyManagementMetrics	Management	1	3
WarrantyManagementMetrics	Metrics	2	3
MaintenanceWork	Maintenance	0	2
MaintenanceWork	Work	1	2
BusinessCapabilities	Business	0	2
BusinessCapabilities	Capabilities	1	2
FunctionalProcessStrategies	Functional	0	3
FunctionalProcessStrategies	Process	1	3
FunctionalProcessStrategies	Strategies	2	3
SkillRequirementsAccording	Skill	0	3
SkillRequirementsAccording	Requirements	1	3
SkillRequirementsAccording	According	2	3
EmployeeMetrics	Employee	0	2
EmployeeMetrics	Metrics	1	2
ControlActivities	Control	0	2
ControlActivities	Activities	1	2
FunctionalEhsProgram	Functional	0	3
FunctionalEhsProgram	Ehs	1	3
FunctionalEhsProgram	Program	2	3
StudentsPerformance	Students	0	2
StudentsPerformance	Performance	1	2
SpecifiedAmounts	Specified	0	2
SpecifiedAmounts	Amounts	1	2
SafetyRequirements	Safety	0	2
SafetyRequirements	Requirements	1	2
BusinessCases	Business	0	2
BusinessCases	Cases	1	2
LaborPolicies	Labor	0	2
LaborPolicies	Policies	1	2
CustomerServiceRepresentatives	Customer	0	3
CustomerServiceRepresentatives	Service	1	3
CustomerServiceRepresentatives	Representatives	2	3
RegulatoryBodies	Regulatory	0	2
RegulatoryBodies	Bodies	1	2
AchieveObjectives	Achieve	0	2
AchieveObjectives	Objectives	1	2
VendorQuotes	Vendor	0	2
VendorQuotes	Quotes	1	2
InstructionalMaterials	Instructional	0	2
InstructionalMaterials	Materials	1	2
EnsureAccuracy	Ensure	0	2
EnsureAccuracy	Accuracy	1	2
AuxiliaryEquipment	Auxiliary	0	2
AuxiliaryEquipment	Equipment	1	2
OtherMaterial	Other	0	2
OtherMaterial	Material	1	2
StartEquipment	Start	0	2
StartEquipment	Equipment	1	2
MachineComponents	Machine	0	2
MachineComponents	Components	1	2
InteroperabilityRequirements	Interoperability	0	2
InteroperabilityRequirements	Requirements	1	2
ExecutionRoadmap	Execution	0	2
ExecutionRoadmap	Roadmap	1	2
CustomerLoyaltyProgramBenefits	Customer	0	4
CustomerLoyaltyProgramBenefits	Loyalty	1	4
CustomerLoyaltyProgramBenefits	Program	2	4
CustomerLoyaltyProgramBenefits	Benefits	3	4
LoyaltyProgramValue	Loyalty	0	3
LoyaltyProgramValue	Program	1	3
LoyaltyProgramValue	Value	2	3
PriceChanges	Price	0	2
PriceChanges	Changes	1	2
CustomerInsight	Customer	0	2
CustomerInsight	Insight	1	2
AlliancePrograms	Alliance	0	2
AlliancePrograms	Programs	1	2
SelectingRelationships	Selecting	0	2
SelectingRelationships	Relationships	1	2
ManagingRelationships	Managing	0	2
ManagingRelationships	Relationships	1	2
CustomerServiceChannelStrategy	Customer	0	4
CustomerServiceChannelStrategy	Service	1	4
CustomerServiceChannelStrategy	Channel	2	4
CustomerServiceChannelStrategy	Strategy	3	4
CustomerInteractions	Customer	0	2
CustomerInteractions	Interactions	1	2
MeetServiceRequirements	Meet	0	3
MeetServiceRequirements	Service	1	3
MeetServiceRequirements	Requirements	2	3
ProductSpecifications	Product	0	2
ProductSpecifications	Specifications	1	2
EhsIssues	Ehs	0	2
EhsIssues	Issues	1	2
FunctionalEhsManagementProgram	Functional	0	4
FunctionalEhsManagementProgram	Ehs	1	4
FunctionalEhsManagementProgram	Management	2	4
FunctionalEhsManagementProgram	Program	3	4
RoutineMaintenance	Routine	0	2
RoutineMaintenance	Maintenance	1	2
DetermineNeed	Determine	0	2
DetermineNeed	Need	1	2
TechnicalReports	Technical	0	2
TechnicalReports	Reports	1	2
EnsureProperOperation	Ensure	0	3
EnsureProperOperation	Proper	1	3
EnsureProperOperation	Operation	2	3
LaboratoryTesting	Laboratory	0	2
LaboratoryTesting	Testing	1	2
BehaviorProcedures	Behavior	0	2
BehaviorProcedures	Procedures	1	2
PromotePhysical	Promote	0	2
PromotePhysical	Physical	1	2
ClassActivities	Class	0	2
ClassActivities	Activities	1	2
BusLoading	Bus	0	2
BusLoading	Loading	1	2
EnsureSpecificationsAreMet	Ensure	0	4
EnsureSpecificationsAreMet	Specifications	1	4
EnsureSpecificationsAreMet	Are	2	4
EnsureSpecificationsAreMet	Met	3	4
ElectricalWiring	Electrical	0	2
ElectricalWiring	Wiring	1	2
BrokenPipes	Broken	0	2
BrokenPipes	Pipes	1	2
BakeryProducts	Bakery	0	2
BakeryProducts	Products	1	2
CompletedWorkpieces	Completed	0	2
CompletedWorkpieces	Workpieces	1	2
PackageTowels	Package	0	2
PackageTowels	Towels	1	2
TransferMixtures	Transfer	0	2
TransferMixtures	Mixtures	1	2
CustomerRequirements	Customer	0	2
CustomerRequirements	Requirements	1	2
CustomerServiceRequirements	Customer	0	3
CustomerServiceRequirements	Service	1	3
CustomerServiceRequirements	Requirements	2	3
DetermineNature	Determine	0	2
DetermineNature	Nature	1	2
PressureGauges	Pressure	0	2
PressureGauges	Gauges	1	2
FamilyMembers	Family	0	2
FamilyMembers	Members	1	2
PerformanceIndicators	Performance	0	2
PerformanceIndicators	Indicators	1	2
DistributionNetwork	Distribution	0	2
DistributionNetwork	Network	1	2
RegulatoryAgencies	Regulatory	0	2
RegulatoryAgencies	Agencies	1	2
DataAccessRequests	Data	0	3
DataAccessRequests	Access	1	3
DataAccessRequests	Requests	2	3
SecurityRequirements	Security	0	2
SecurityRequirements	Requirements	1	2
IndustryTrends	Industry	0	2
IndustryTrends	Trends	1	2
SalesProposals	Sales	0	2
SalesProposals	Proposals	1	2
OrderExceptions	Order	0	2
OrderExceptions	Exceptions	1	2
ProductionOrdersLots	Production	0	3
ProductionOrdersLots	Orders	1	3
ProductionOrdersLots	Lots	2	3
CreateLots	Create	0	2
CreateLots	Lots	1	2
DefectivePart	Defective	0	2
DefectivePart	Part	1	2
AppropriateTeams	Appropriate	0	2
AppropriateTeams	Teams	1	2
ProcurementVendorPerformance	Procurement	0	3
ProcurementVendorPerformance	Vendor	1	3
ProcurementVendorPerformance	Performance	2	3
OtherDepartments	Other	0	2
OtherDepartments	Departments	1	2
TeacherAssistantsVolunteers	Teacher	0	3
TeacherAssistantsVolunteers	Assistants	1	3
TeacherAssistantsVolunteers	Volunteers	2	3
StatesSchools	States	0	2
StatesSchools	Schools	1	2
PersonnelActions	Personnel	0	2
PersonnelActions	Actions	1	2
ProductSamples	Product	0	2
ProductSamples	Samples	1	2
RegulateFlow	Regulate	0	2
RegulateFlow	Flow	1	2
PotentialImprovements	Potential	0	2
PotentialImprovements	Improvements	1	2
CustomerManagementMeasures	Customer	0	3
CustomerManagementMeasures	Management	1	3
CustomerManagementMeasures	Measures	2	3
SalesPartner	Sales	0	2
SalesPartner	Partner	1	2
SalesPlans	Sales	0	2
SalesPlans	Plans	1	2
DestinationDispatchPlan	Destination	0	3
DestinationDispatchPlan	Dispatch	1	3
DestinationDispatchPlan	Plan	2	3
DestinationLoadPlans	Destination	0	3
DestinationLoadPlans	Load	1	3
DestinationLoadPlans	Plans	2	3
ImproveEfficiency	Improve	0	2
ImproveEfficiency	Efficiency	1	2
SafetyRegulations	Safety	0	2
SafetyRegulations	Regulations	1	2
WorkSchedules	Work	0	2
WorkSchedules	Schedules	1	2
ResearchFindings	Research	0	2
ResearchFindings	Findings	1	2
DemonstrateUse	Demonstrate	0	2
DemonstrateUse	Use	1	2
SpecifiedDimensions	Specified	0	2
SpecifiedDimensions	Dimensions	1	2
CostQualityTargets	Cost	0	3
CostQualityTargets	Quality	1	3
CostQualityTargets	Targets	2	3
ReviewSupplyChainMethodologies	Review	0	4
ReviewSupplyChainMethodologies	Supply	1	4
ReviewSupplyChainMethodologies	Chain	2	4
ReviewSupplyChainMethodologies	Methodologies	3	4
IndustryStandards	Industry	0	2
IndustryStandards	Standards	1	2
PrototypeProduction	Prototype	0	2
PrototypeProduction	Production	1	2
NecessaryCapabilities	Necessary	0	2
NecessaryCapabilities	Capabilities	1	2
ProductionNetwork	Production	0	2
ProductionNetwork	Network	1	2
TestEquipment	Test	0	2
TestEquipment	Equipment	1	2
FinancialResources	Financial	0	2
FinancialResources	Resources	1	2
WorkPlans	Work	0	2
WorkPlans	Plans	1	2
DetermineCauses	Determine	0	2
DetermineCauses	Causes	1	2
MarketConditions	Market	0	2
MarketConditions	Conditions	1	2
EstablishedStandards	Established	0	2
EstablishedStandards	Standards	1	2
ElectromechanicalDesign	Electromechanical	0	2
ElectromechanicalDesign	Design	1	2
AssistiveDevices	Assistive	0	2
AssistiveDevices	Devices	1	2
DiscussChildren'sProgressDeterminePriorities	Discuss	0	5
DiscussChildren'sProgressDeterminePriorities	Children's	1	5
DiscussChildren'sProgressDeterminePriorities	Progress	2	5
DiscussChildren'sProgressDeterminePriorities	Determine	3	5
DiscussChildren'sProgressDeterminePriorities	Priorities	4	5
MaintainingOrderAmongStudents	Maintaining	0	4
MaintainingOrderAmongStudents	Order	1	4
MaintainingOrderAmongStudents	Among	2	4
MaintainingOrderAmongStudents	Students	3	4
SchedulingAppointments	Scheduling	0	2
SchedulingAppointments	Appointments	1	2
WorkStations	Work	0	2
WorkStations	Stations	1	2
LocateDefects	Locate	0	2
LocateDefects	Defects	1	2
CuttingTools	Cutting	0	2
CuttingTools	Tools	1	2
DetermineWorkRequirements	Determine	0	3
DetermineWorkRequirements	Work	1	3
DetermineWorkRequirements	Requirements	2	3
ObtainFunding	Obtain	0	2
