id	name	description	code
ThermalCyclers	Thermal cyclers	Thermal cyclers	41102421
ThermalDesorptionTubes	Thermal desorption tubes	Thermal desorption tubes	41104008
ThermalDisinfectors	Thermal disinfectors	Thermal disinfectors	42281502
ThermalDyeSublimationPrinters	Thermal dye sublimation printers	Thermal dye sublimation printers	43212103
ThermalEvaporators	Vacuum system/thermal evaporators	Vacuum system/thermal evaporators	41104803
ThermalFluidSystems	Thermal fluid systems	Thermal fluid systems	40101801
ThermalFoggers	Thermal foggers	Thermal foggers	21101805
ThermalGravimetricAnalyzers	Thermal gravimetric analyzers	Thermal gravimetric analyzers	41113010
ThermalImagers	Thermal imagers	Thermal imagers	41112202
ThermalImagingCameras	Thermal imaging cameras	Thermal imaging cameras	45121522
ThermalImagingSystems	Thermal imaging systems	Thermal imaging systems	41115321
ThermalInfraredRemoteSensingEquipment	Thermal infrared remote sensing equipment	Thermal infrared remote sensing equipment	41115321
ThermalInfraredSensors	Thermal infrared sensors	Thermal infrared sensors	41115321
ThermalLabelPrintingScales	Thermal label printing scales	Thermal label printing scales	48101611
ThermalPlatemakingEquipment	Thermal platemaking equipment	Thermal platemaking equipment	45101902
ThermalPlatesetters	Thermal platesetters	Thermal platesetters	45101512
ThermalPrinters	Thermal printers	Thermal printers	43212105
ThermalProcessingEquipment	Thermal processing equipment	Thermal processing equipment	23181703
ThermalProtectiveAidsTpa	Thermal protective aids TPA	Thermal protective aids TPA	46181529
ThermalSaws	Thermal saws	Thermal saws	27111508
ThermalSpecimenDemagnitizers	Thermal specimen demagnitizers	Thermal specimen demagnitizers	41113803
ThermalSpraySystems	Thermal spray systems	Thermal spray systems	23281503
ThermalSprayTorches	Thermal spray torches	Thermal spray torches	23271702
ThermalTapePrinters	Thermal tape printers	Thermal tape printers	43212108
ThermalValidationSystems	Thermal validation systems	Thermal validation systems	41113114
ThermistorChains	Thermistor chains	Thermistor chains	32121610
ThermistorVacuumGauges	Thermistor vacuum gauges	Thermistor vacuum gauges	41112406
Thermoanemometers	Thermoanemometers	Thermoanemometers	41114401
Thermocouples	Thermocouples	Thermocouples	41112206
ThermocoupleTemperatureProbes	Thermocouple temperature probes	Thermocouple temperature probes	41112219
ThermocoupleTesters	Thermocouple testers	Thermocouple testers	41112219
Thermocutters	Thermocutters	Thermocutters	27111502
Thermocyclers	Thermocyclers	Thermocyclers	41102421
ThermodilutionCardiacOutputComputers	Thermodilution cardiac output computers	Thermodilution cardiac output computers	42181903
Thermofaxes	Thermofaxes	Thermofaxes	44101501
ThermoGalvanometers	Thermo galvanometers	Thermo galvanometers	41113619
ThermographicEquipment	Thermographic equipment	Thermographic equipment	41115321
ThermogravimetricAnalyzers	Thermogravimetric analyzers	Thermogravimetric analyzers	41113010
ThermoluminescentDosimeters	Thermoluminescent dosimeters	Thermoluminescent dosimeters	41111929
Thermomixers	Thermomixers	Thermomixers	41103801
Thermopiles	Thermopiles	Thermopiles	41112206
ThermoplasticApplicators	Thermoplastic applicators	Thermoplastic applicators	31211908
ThermoplasticInjectionMoldingPresses	Thermoplastic injection molding presses	Thermoplastic injection molding presses	23151504
ThermoplasticWelders	Thermoplastic welders	Thermoplastic welders	23271411
ThermosiphonOilCoolers	Thermosiphon oil coolers	Thermosiphon oil coolers	25174002
ThermostaticExpansionValves	Thermostatic expansion valves	Thermostatic expansion valves	40141612
ThermostatWrenches	Thermostat wrenches	Thermostat wrenches	27111714
ThermovolumetricAnalyzersTva	Thermovolumetric analyzers TVA	Thermovolumetric analyzers TVA	41113009
Theromcouples	Theromcouples	Theromcouples	41112206
ThetaThetaDiffractometers	Theta-theta diffractometers	Theta-theta diffractometers	41101810
ThicknessGauges	Thickness gauges	Thickness gauges	41111623
ThicknessPlaners	Thickness planers	Thickness planers	27112706
ThiefSamplers	Thief samplers	Thief samplers	41104005
Thimbles	Thimbles	Thimbles	53141603
ThinFilmDepositionSystems	Thin film deposition systems	Thin film deposition systems	23211101
ThinFilmMeasurementSystems	Thin film measurement systems	Thin film measurement systems	41113706
ThinlayerChromatographyAnalyzers	Thinlayer chromatography analyzers	Thinlayer chromatography analyzers	41115706
ThinLayerChromatographyEquipment	Thin layer chromatography equipment	Thin layer chromatography equipment	41115706
ThinLayerChromatographyPlates	Thin layer chromatography plates	Thin layer chromatography plates	41113036
ThinLineSculptingTools	Thin line sculpting tools	Thin line sculpting tools	60124311
ThinningShears	Thinning shears	Thinning shears	27111531
ThinSectionSaws	Thin section saws	Thin section saws	27112709
ThinWalledShelbyTubes	Thin-walled Shelby tubes	Thin-walled Shelby tubes	41113909
ThirdHands	Third hands	Third hands	54111709
ThistleTubes	Thistle tubes	Thistle tubes	41121809
ThoracentesisKits	Thoracentesis kits	Thoracentesis kits	42142537
ThoracentesisTrays	Thoracentesis trays	Thoracentesis trays	42142537
ThoracicDrainageCatheters	Thoracic drainage catheters	Thoracic drainage catheters	42121605
ThoracicForceps	Thoracic forceps	Thoracic forceps	42291802
ThoracicPivots	Thoracic pivots	Thoracic pivots	42242107
ThoracicRetractors	Thoracic retractors	Thoracic retractors	42293107
ThoracicScissors	Thoracic scissors	Thoracic scissors	42291614
ThoracostomyTubes	Thoracostomy tubes	Thoracostomy tubes	42144102
ThornStrippers	Thorn strippers	Thorn strippers	27112007
ThreadBobbins	Thread bobbins	Thread bobbins	53141606
ThreadCleaningTools	Thread cleaning tools	Thread cleaning tools	27112806
ThreadCuttingTools	Thread cutting tools	Thread cutting tools	27112805
ThreadedInsertTools	Threaded insert tools	Threaded insert tools	27112603
Threaders	Threaders	Threaders	23241511
ThreadGauges	Thread gauges	Thread gauges	41111607
ThreadingDevices	Threading devices	Threading devices	23241511
ThreadingDieHandTool	Threading die hand tool	Threading die hand tool	27112805
ThreadingMachineDieHeads	Threading machine die heads	Threading machine die heads	23251812
ThreadingMachines	Threading machines	Threading machines	23241511
ThreadingTaps	Threading taps	Threading taps	27112806
ThreadingTools	Threading tools	Threading tools	23242117
ThreadlessNutSetters	Threadless nut setters	Threadless nut setters	27111702
ThreadNippers	Thread nippers	Thread nippers	44121618
ThreadRepairFiles	Thread repair files	Thread repair files	27111932
ThreadRingGauges	Thread ring gauges	Thread ring gauges	41111641
ThreadWindingMachines	Thread winding machines	Thread winding machines	23121503
ThreeAxisVerticalMills	Three-axis vertical mills	Three-axis vertical mills	23101513
ThreeCompartmentSinks	Three-compartment sinks	Three-compartment sinks	30181504
ThreeDimensionalLaserDigitizers	Three-dimensional laser digitizers	Three-dimensional laser digitizers	43211711
ThreeDimensionalLaserScanners	Three-dimensional laser scanners	Three-dimensional laser scanners	43211711
ThreeDimensionalMotionControllers	Three-dimensional motion controllers	Three-dimensional motion controllers	43211708
ThreeDimensionalPrototypingPrinter	Three-dimensional prototyping printer	Three-dimensional prototyping printer	23261507
ThreeDimensionalPrototypingPrinters	Three-dimensional prototyping printers	Three-dimensional prototyping printers	23261507
ThreeDimensionalRouters	Three-dimensional routers	Three-dimensional routers	23101513
ThreeDimensionalStereoscopicProjectors	Three-dimensional stereoscopic projectors	Three-dimensional stereoscopic projectors	45111609
ThreeEdgedBloodlettingNeedles	Three-edged bloodletting needles	Three-edged bloodletting needles	41104102
ThreeHighRollingMills	Three-high rolling mills	Three-high rolling mills	23251603
ThreePinPunches	Three-pin punches	Three-pin punches	27111505
ThreePointHitches	Three-point hitches	Three-point hitches	25181708
ThreeWayHexWrenches	Three-way hex wrenches	Three-way hex wrenches	27111763
ThreeWayPipeThreaders	Three-way pipe threaders	Three-way pipe threaders	23241511
Threshers	Threshers	Threshers	21101705
ThrottleControlValvesTcv	Throttle control valves TCV	Throttle control valves TCV	40141609
ThroughNeedleIntravenousIvCatheters	Through-the-needle intravenous IV catheters	Through-the-needle intravenous IV catheters	42221504
ThroughputTesters	Throughput testers	Throughput testers	41113711
ThrowableFlotationDevices	Throwable flotation devices	Throwable flotation devices	46161602
ThrowingAxes	Throwing axes	Throwing axes	27112005
ThrowingDiscus	Throwing discus	Throwing discus	49161703
ThumbDrives	Thumb drives	Thumb drives	43202010
ThumbForceps	Thumb forceps	Thumb forceps	42291802
ThyroidCollars	Thyroid collars	Thyroid collars	42204002
ThyroidForceps	Thyroid forceps	Thyroid forceps	42291802
ThyroidShields	Thyroid shields	Thyroid shields	42204002
TicketDispensingMachines	Ticket dispensing machines	Ticket dispensing machines	48111301
TicketPrinters	Ticket printers	Ticket printers	43212105
TicketPrintingMachines	Ticket printing machines	Ticket printing machines	48111301
TicketPunches	Ticket punches	Ticket punches	44101716
TieBackPliers	Tie-back pliers	Tie-back pliers	42152713
TieBarStrainGauges	Tie bar strain gauges	Tie bar strain gauges	41111605
TieClipMicrophones	Tie clip microphones	Tie clip microphones	52161520
TieDownEquipment	Tie-down equipment	Tie-down equipment	31162108
TieDowns	Tie downs	Tie downs	31162108
TieDownWinches	Tie-down winches	Tie-down winches	31162108
TieRodEndPullers	Tie rod end pullers	Tie rod end pullers	27111712
TieStallMilkingSystems	Tie-stall milking systems	Tie-stall milking systems	21101901
TieTapeMachines	Tie tape machines	Tie tape machines	55121611
TieWireReel	Tie wire reel	Tie wire reel	26121635
TieWireReels	Tie wire reels	Tie wire reels	26121635
TigerWarmers	Tiger warmers	Tiger warmers	42142105
TileBrushes	Tile brushes	Tile brushes	47131605
TileChisels	Tile chisels	Tile chisels	27111901
TileCutters	Tile cutters	Tile cutters	27112217
TileCuttingSaws	Tile-cutting saws	Tile-cutting saws	27112709
TileGroutCleaningMachines	Tile grout cleaning machines	Tile grout cleaning machines	47121605
TileHammers	Tile hammers	Tile hammers	27111602
TileNippers	Tile nippers	Tile nippers	27112217
TilePresses	Tile presses	Tile presses	60124311
TileSaws	Tile saws	Tile saws	27112709
TileSetterTrowels	Tile setter trowels	Tile setter trowels	27112201
Tillers	Tillers	Tillers	21101503
TiltGraders	Tilt graders	Tilt graders	22101502
TiltingCommercialCookingKettles	Tilting commercial cooking kettles	Tilting commercial cooking kettles	48101542
TiltingFilterPhotometers	Tilting filter photometers	Tilting filter photometers	41115311
TiltingTables	Tilting tables	Tilting tables	42192001
TiltMixers	Tilt mixers	Tilt mixers	23191002
TiltSkillets	Tilt skillets	Tilt skillets	52141532
TiltTables	Tilt tables	Tilt tables	42191808
TiltTrailers	Tilt trailers	Tilt trailers	25181702
TimberCarriers	Timber carriers	Timber carriers	31162605
TimberTongs	Timber tongs	Timber tongs	22101709
TimberWedges	Timber wedges	Timber wedges	27112504
TimeClocks	Time clocks	Time clocks	44103207
TimeDelayReflectometersTdr	Time delay reflectometers TDR	Time delay reflectometers TDR	41115316
TimeDelayRelayPanelBoxes	Time delay relay panel boxes	Time delay relay panel boxes	39122329
TimeDomainReflectometers	Time domain reflectometers	Time domain reflectometers	41115316
TimeIntervalAnalyzers	Time interval analyzers	Time interval analyzers	41113709
TimingCoverPlugWrenches	Timing cover plug wrenches	Timing cover plug wrenches	27111714
TimingEquipment	Timing equipment	Timing equipment	46171603
TimingLights	Timing lights	Timing lights	41111921
TimingTestLights	Timing test lights	Timing test lights	25191730
Timpani	Timpani	Timpani	60131444
TinnersHammers	Tinners hammers	Tinners hammers	27111602
TinnersSnips	Tinners snips	Tinners snips	27111519
TinsmithingAnvils	Tinsmithing anvils	Tinsmithing anvils	27111603
TinsmithingHammers	Tinsmithing hammers	Tinsmithing hammers	27111602
TinsmithPliers	Tinsmith pliers	Tinsmith pliers	27112122
TinSnips	Tin snips	Tin snips	27111519
TintApplicationBrushes	Tint application brushes	Tint application brushes	27113003
TintingBrushes	Tinting brushes	Tinting brushes	53131629
TintingMachines	Tinting machines	Tinting machines	31211905
TippingBucketRainGauges	Tipping bucket rain gauges	Tipping bucket rain gauges	41114405
TireBalancers	Tire balancers	Tire balancers	25191701
TireBalancingMachines	Tire balancing machines	Tire balancing machines	25191701
TireBandBuildingMachines	Tire band building machines	Tire band building machines	23151506
TireBrushes	Tire brushes	Tire brushes	47131605
TireBuffers	Tire buffers	Tire buffers	27112702
TireBuildingDrums	Tire building drums	Tire building drums	23151506
TireBuildingMachines	Tire building machines	Tire building machines	23151506
TireChains	Tire chains	Tire chains	31151601
TireChangers	Tire changers	Tire changers	25191703
TireChangingMachines	Tire changing machines	Tire changing machines	25191703
TireDeflationDevices	Tire deflation devices	Tire deflation devices	46161509
TireHammers	Tire hammers	Tire hammers	27111602
TireIrons	Tire irons	Tire irons	27112502
TireKnockers	Tire knockers	Tire knockers	27111601
TireLevers	Tire levers	Tire levers	25172511
TirePlugGuns	Tire plug guns	Tire plug guns	27131502
TirePressureGauges	Tire pressure gauges	Tire pressure gauges	25191835
TireProbingAwls	Tire probing awls	Tire probing awls	27112302
TireReamers	Tire reamers	Tire reamers	27112837
TireSpreaders	Tire spreaders	Tire spreaders	25191738
TireStands	Tire stands	Tire stands	25191704
TireStitchers	Tire stitchers	Tire stitchers	23121614
TireTreadDepthGauges	Tire tread depth gauges	Tire tread depth gauges	41111614
Tirfors	Tirfors	Tirfors	24101602
TissueBaths	Tissue baths	Tissue baths	41102909
TissueBlockStorageDrawers	Tissue block storage drawers	Tissue block storage drawers	41123305
TissueCassettes	Tissue cassettes	Tissue cassettes	41102920
TissueCultureIncubators	Tissue culture incubators	Tissue culture incubators	41104403
TissueCultureMicroscopes	Light/tissue culture microscopes	Light/tissue culture microscopes	41111712
TissueCulturePlates	Tissue culture plates	Tissue culture plates	41122107
TissueEmbeddingEquipment	Tissue embedding equipment	Tissue embedding equipment	41102901
TissueFlotationBaths	Tissue flotation baths	Tissue flotation baths	41103714
TissueForceps	Tissue forceps	Tissue forceps	42151623
TissueHomogenizers	Tissue homogenizers	Tissue homogenizers	41101504
TissueNippers	Tissue nippers	Tissue nippers	42151610
TissueProcessors	Tissue processors	Tissue processors	41102909
TissueRetractors	Tissue retractors	Tissue retractors	42151612
TitaniumAutoclaves	Titanium autoclaves	Titanium autoclaves	41114604
TitaniumForceps	Titanium forceps	Titanium forceps	42151623
TitmusStereoTests	Titmus stereo tests	Titmus stereo tests	42183042
