education_program_id	cip_code	career_cluster_id	subcluster_id
orthopedic-surgery-residencyfellowship-programs-other	61.1599	healthcare-human-services	healthcare-human-services/biotechnology-research-development
orthopedic-surgery-residencyfellowship-programs-other	61.1599	healthcare-human-services	healthcare-human-services/physical-health
osteopathic-neuromusculoskeletal-medicine-residency-program	61.1601	education	education/teaching-training-facilitation
osteopathic-neuromusculoskeletal-medicine-residency-program	61.1601	healthcare-human-services	healthcare-human-services/physical-health
osteopathic-medicine-residencyfellowship-programs-other	61.1699	education	education/teaching-training-facilitation
osteopathic-medicine-residencyfellowship-programs-other	61.1699	healthcare-human-services	healthcare-human-services/biotechnology-research-development
osteopathic-medicine-residencyfellowship-programs-other	61.1699	healthcare-human-services	healthcare-human-services/physical-health
otolaryngology-residency-program	61.1701	education	education/teaching-training-facilitation
otolaryngology-residency-program	61.1701	healthcare-human-services	healthcare-human-services/physical-health
neurotology-fellowship-program	61.1702	education	education/teaching-training-facilitation
